dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	el16	el17	el18	el19	el20	el21	el22	el23	el24	el25	el26	el27	el28	el29	el30	el31	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	stat45	stat46	stat47	stat48	stat49	stat50	stat51	stat52	stat53	stat54	stat55	stat56	stat57	stat58	stat59	stat60	stat61	stat62	stat63	stat64	stat65	stat66	stat67	stat68	stat69	stat70	stat71	stat72	stat73	stat74	stat75	stat76	class
0.0053168	0.086637	0.0496	0.030547	0.061116	0.026315	0.048991	0.032035	0.050227	0.042351	0.086237	0.10946	0.13823	0.064937	0.038858	0.14472	0.21144	0.070885	0.017601	0.062444	0.029688	0.044182	0.018693	0.021281	0.017964	0.023202	0.02803	0.041971	0.02307	0.020816	0.017807	0.016596	0.014702	0.21144	0.081249	0.042735	-0.038514	0.025451	0.1066	0.18301	0.30716	0.47143	0.49309	0.40625	0.21093	0.45215	0.45797	0.47972	0.029666	0.015176	0.0066963	0.023916	0.013309	0.013197	0.017034	0.018957	0.020295	0.047135	0.058308	0.078218	0.035981	0.019292	0.076894	0.11227	0.037604	0.010399	0.033197	0.017668	0.014917	0.010904	0.012704	0.0077429	0.011811	0.0034038	0.0098544	0.007241	0.0047829	0.0046239	0.0054436	0.0055737	0.21383	0.23099	0.2138	0.22031	0.12255	0.10374	-0.026197	-0.10424	0.097237	-0.036462	0.13806	-0.12181	0.1016	0.10508	0.13589	0.068057	0.089912	0.13791	0.13901	0.13983	0.14103	-0.048459	0.13832	-0.1378	-0.057355	-0.12093	0.019708	-0.14092	-0.13553	0.079098	0.012554	-0.096354	-0.083296	-0.052617	0.046049	0.10591	0.39859	0.30786	0.38298	0.3598	0.109	0.058768	0.1	0.085993	1.5241	349.5
0.0088899	0.089552	0.075105	0.091922	0.11133	0.12544	0.092755	0.20088	0.18937	0.077493	0.16774	0.17635	0.10759	0.1268	0.10687	0.18031	0.12806	0.20331	0.12172	0.19182	0.17854	0.061439	0.051528	0.02808	0.024396	0.031878	0.020609	0.016349	0.015344	0.021236	0.016251	0.0072817	0.015282	0.20331	0.18173	0.093588	-0.088139	0.046071	0.2118	0.28749	0.38607	0.50058	0.58198	0.30469	0.32399	0.88865	0.95286	0.91521	0.040273	0.025326	0.03432	0.053179	0.068608	0.049113	0.10761	0.090121	0.01123	0.075567	0.084102	0.05716	0.063657	0.058294	0.098935	0.071856	0.11629	0.075964	0.093954	0.10235	0.032994	0.026931	0.0081807	0.013427	0.0054944	0.006524	0.008673	0.0081376	0.0058426	0.010421	0.0029716	0.0071232	0.24164	0.28407	0.23479	0.25794	0.030458	-0.13573	-0.1093	-0.073479	0.1043	0.13951	0.12882	0.13208	-0.13451	0.090089	0.030104	0.13695	0.13627	0.10739	0.079507	0.076629	0.057531	-0.013397	0.061273	0.032204	0.12583	-0.12891	0.037034	0.097262	0.13379	0.13312	0.141	0.14136	-0.0095394	-0.10276	-0.064795	0.051462	0.12322	-0.0041819	0.066958	0.065968	-0.008468	-0.042688	-0.022558	-0.029039	2.0572	465.5
0.0091323	0.048264	0.043811	0.079643	0.11975	0.11299	0.044269	0.080172	0.12932	0.084195	0.052163	0.089238	0.060146	0.13351	0.15787	0.2374	0.27099	0.24599	0.25203	0.15857	0.15864	0.18967	0.14717	0.049972	0.038547	0.024975	0.028053	0.031097	0.032406	0.0073094	0.0070967	0.017923	0.008107	0.27099	0.20399	0.10082	-0.10317	0.04888	0.23496	0.31152	0.40896	0.52009	0.60187	0.17969	0.23352	0.77787	0.92978	0.92608	0.016631	0.02303	0.043912	0.061393	0.043077	0.027868	0.042562	0.084023	0.043462	0.028097	0.04736	0.020855	0.070805	0.081416	0.1259	0.1443	0.12919	0.13492	0.084237	0.085253	0.1018	0.078077	0.024156	0.021687	0.017063	0.0015541	0.0049318	0.017223	0.003349	0.0025467	0.0086138	0.0043467	0.24952	0.29463	0.25851	0.27238	0.04593	-0.13018	0.095299	0.13676	0.099478	-0.019194	0.14008	-0.038669	0.097205	0.12217	0.1405	-0.14005	0.14137	0.084756	0.14142	0.13629	0.1368	0.12967	0.13926	0.12496	0.12643	0.141	0.072735	0.073887	-0.064759	-0.12941	-0.088146	0.13868	0.13378	0.14018	-0.038969	0.12778	0.18994	0.044365	0.1971	0.13893	0.011415	-0.036655	0.012103	-0.013673	2.0586	698
0.0063392	0.052934	0.071709	0.065062	0.055458	0.032936	0.07539	0.046786	0.059577	0.050334	0.0829	0.18805	0.22943	0.082966	0.085247	0.15876	0.087344	0.076374	0.076837	0.036825	0.029739	0.045803	0.10247	0.016904	0.02172	0.015843	0.024316	0.02704	0.017796	0.026105	0.0096155	0.013818	0.011835	0.22943	0.087771	0.048617	-0.039154	0.030512	0.11107	0.17749	0.27854	0.40843	0.45455	0.42969	0.16242	0.49724	0.47916	0.4914	0.024118	0.0046732	0.0243	0.021171	0.015493	0.041716	0.016666	0.037724	0.023537	0.044749	0.1007	0.13431	0.044374	0.046464	0.088161	0.046325	0.042047	0.043002	0.0088619	0.012205	0.01134	0.033285	0.0073501	0.0069635	0.0097	0.01569	0.0098062	0.0084455	0.007332	0.0051445	0.0062626	0.0040274	0.22886	0.24653	0.22983	0.23592	-0.13045	0.1183	0.072963	0.10508	0.11952	-0.0012488	0.13402	-0.12299	-0.12589	-0.11927	0.12926	0.036187	0.13079	0.10828	0.087516	0.14131	0.017868	0.079305	0.13828	0.12815	0.1092	0.033454	0.028448	0.10755	0.12952	-0.0050898	0.11005	0.1054	0.1363	0.13038	0.007222	-0.070185	0.37644	0.26401	0.31615	0.31546	0.097165	0.025496	0.053091	0.054493	1.6925	436
0.0091477	0.063161	0.05646	0.10414	0.046016	0.10847	0.12104	0.19232	0.088595	0.066335	0.12534	0.13738	0.13303	0.17249	0.18496	0.2637	0.2594	0.21634	0.19896	0.15303	0.17174	0.11626	0.037461	0.025024	0.021556	0.041977	0.025371	0.034805	0.013814	0.014414	0.018447	0.01014	0.014408	0.2637	0.20108	0.11649	-0.084589	0.045273	0.23518	0.32144	0.43455	0.56665	0.65936	0.30469	0.29193	0.52618	0.6465	0.85153	0.021653	0.0348	0.045773	0.032468	0.061084	0.075752	0.1246	0.046985	0.035191	0.073963	0.07962	0.07176	0.091916	0.098216	0.14702	0.14486	0.11702	0.11184	0.081162	0.091336	0.061883	0.020969	0.0060747	0.0041811	0.012991	0.0019335	0.0019352	0.0060263	0.0055297	0.0077576	0.0068652	0.0043926	0.22131	0.27298	0.24257	0.25104	0.1414	0.10019	-0.016609	-0.078686	0.072943	-0.015337	-0.064663	0.14142	0.141	0.029316	0.04519	0.12048	0.13538	0.1398	0.083271	0.081583	0.11712	0.074734	0.14136	0.13783	0.13682	-0.092882	0.048216	-0.012122	-0.10137	-0.12454	0.13779	-0.1413	0.015651	0.13773	-0.06161	0.12437	0.31551	0.0647	0.24051	0.19151	0.078837	-0.033094	0.032544	0.0055343	1.9519	241
0.0055298	0.096644	0.11722	0.07973	0.074328	0.033713	0.076241	0.096628	0.065381	0.033661	0.071865	0.062757	0.036608	0.060181	0.06776	0.14893	0.079395	0.12982	0.052438	0.050349	0.043517	0.047226	0.017185	0.013649	0.01394	0.018818	0.032358	0.037127	0.027315	0.021464	0.021472	0.029867	0.023148	0.14893	0.094022	0.047529	-0.046493	0.029573	0.11972	0.19369	0.30753	0.4547	0.50157	0.33594	0.15622	0.25034	0.31543	0.54642	0.050617	0.076304	0.04237	0.042952	0.0060068	0.02825	0.051973	0.032824	0.0021276	0.038166	0.026033	0.024531	0.02084	0.046729	0.081199	0.035354	0.069653	0.031643	0.016514	0.026194	0.023224	0.0078618	0.0014284	0.0088485	0.010205	0.0097325	0.010298	0.0062691	0.01027	0.0021709	0.011326	0.0033258	0.22026	0.24502	0.20393	0.22472	-0.13648	-0.039775	0.13882	0.047879	-0.11768	0.13413	0.1239	-0.011054	-0.14118	0.13963	0.13526	-0.12595	-0.13163	-0.069002	0.10794	-0.047429	0.12689	0.011122	-0.05542	0.013089	0.10687	0.14002	0.13545	-0.12022	0.048466	0.11103	-0.13297	0.13205	0.11712	-0.13008	0.037484	-0.13937	0.30095	0.21407	0.21878	0.24944	0.065206	0.020148	0.018344	0.037671	1.8557	248
0.0058788	0.037808	0.067861	0.082986	0.069462	0.11528	0.039998	0.028617	0.03952	0.030908	0.083188	0.045016	0.05242	0.058993	0.064533	0.12828	0.079226	0.087348	0.12479	0.12945	0.19016	0.15513	0.11578	0.047311	0.0099524	0.018051	0.019594	0.035047	0.017597	0.015436	0.010871	0.020595	0.012333	0.19016	0.12228	0.061875	-0.060403	0.028808	0.15652	0.25586	0.41022	0.61069	0.66823	0.35156	0.16487	0.51575	0.48106	0.39501	0.026334	0.040286	0.044616	0.037147	0.064007	0.023006	0.0094356	0.033845	0.017623	0.045291	0.026476	0.030739	0.034966	0.029349	0.069995	0.047542	0.04633	0.066653	0.06709	0.10111	0.083952	0.065641	0.02916	0.0067737	0.00386	0.010316	0.013085	0.0066686	0.0092176	0.0055363	0.0095429	0.0057748	0.25245	0.29077	0.25891	0.26919	-0.073339	0.024287	0.12446	0.13093	0.087743	-0.13353	-0.05122	-0.13483	0.060589	0.10956	0.032147	0.034741	0.025587	-0.09977	0.10704	0.015518	0.14123	0.13244	0.14115	0.11373	0.085645	0.066102	0.14142	-0.043673	0.010326	0.061051	0.085575	0.061096	-0.13099	-0.12591	0.1364	0.054287	0.28123	0.19102	0.29601	0.25284	0.031207	-0.0021173	0.041732	0.020562	1.9035	309
0.0079519	0.059934	0.057308	0.083567	0.052086	0.10398	0.043248	0.033845	0.05578	0.051708	0.099982	0.10525	0.17971	0.21252	0.17788	0.095187	0.1433	0.20438	0.21676	0.18111	0.19878	0.16552	0.13286	0.023127	0.019848	0.042689	0.013138	0.02472	0.026117	0.010288	0.015734	0.0084117	0.022637	0.21676	0.16538	0.090665	-0.074713	0.041587	0.19673	0.27809	0.38832	0.52021	0.60589	0.21094	0.32475	0.84001	0.69819	0.69464	0.029029	0.028298	0.049577	0.014606	0.047941	0.026069	0.023954	0.030533	0.028143	0.054403	0.057588	0.096196	0.11853	0.094721	0.044438	0.077536	0.10859	0.11669	0.096085	0.1067	0.090749	0.070617	0.010429	0.0061333	0.017057	0.0078278	0.006059	0.013292	0.0019397	0.008812	0.0049698	0.009794	0.25134	0.26361	0.26028	0.26078	-0.13952	-0.13603	-0.10446	0.042979	0.088723	0.011968	-0.07991	-0.075128	0.10994	0.11024	0.10386	0.12976	0.082857	0.13623	-0.09773	0.11685	0.13912	0.12284	0.14093	0.12639	0.10159	0.13861	0.02763	0.034924	-0.089209	-0.088707	-0.03401	-0.054459	0.13455	0.07854	0.028285	-0.11451	0.25378	0.045217	0.21321	0.16487	0.026969	-0.04137	0.0094625	-0.010523	2.0747	268.5
0.0073703	0.093478	0.083765	0.064574	0.059727	0.092844	0.039434	0.1568	0.093804	0.084138	0.14311	0.14119	0.080584	0.046392	0.092212	0.13244	0.23854	0.10011	0.14979	0.12302	0.030408	0.022056	0.0058363	0.025558	0.011503	0.012224	0.017123	0.025198	0.024476	0.0093105	0.0048912	0.015654	0.013294	0.23854	0.11591	0.072264	-0.043642	0.035984	0.14192	0.21245	0.31339	0.4387	0.50507	0.46875	0.2244	0.71548	0.67635	0.74606	0.053504	0.03226	0.018786	0.016906	0.037188	0.014903	0.095927	0.051395	0.051418	0.082047	0.080038	0.056326	0.024742	0.052459	0.075832	0.13492	0.055113	0.089942	0.069588	0.022838	0.017549	0.0038202	0.0099523	0.0033255	0.005412	0.010515	0.011711	0.0088811	0.0029889	0.00049441	0.0030606	0.0030938	0.27423	0.28042	0.27012	0.27599	-0.059149	0.1247	-0.036334	-0.065671	-0.069729	0.045212	0.00070261	0.10235	0.0015133	0.055278	-0.027984	-0.076965	0.13432	0.06276	0.056535	0.068534	0.096974	0.015	0.068384	-0.13432	-0.13771	-0.13835	0.12528	0.095127	-0.10178	0.031019	-0.098919	0.043959	0.13443	0.12894	-0.013227	0.13946	0.16078	-0.00027731	0.085645	0.080359	-0.0098034	-0.050621	-0.030225	-0.033991	1.8632	724.5
0.0074372	0.10242	0.062942	0.14702	0.10622	0.044358	0.044855	0.049352	0.11561	0.075569	0.070142	0.053306	0.048855	0.053189	0.15761	0.27527	0.27178	0.10913	0.044141	0.029017	0.028471	0.046734	0.063067	0.035623	0.060413	0.049462	0.026384	0.03875	0.022746	0.01685	0.017803	0.021306	0.024851	0.27527	0.087105	0.04073	-0.046375	0.037553	0.10575	0.15565	0.22594	0.31229	0.3614	0.50781	0.13581	0.32886	0.36439	0.41185	0.013419	0.02341	0.010389	0.041114	0.00358	0.033014	0.016194	0.061898	0.03506	0.031029	0.028332	0.026089	0.034354	0.068284	0.12479	0.1487	0.021337	0.027032	0.014319	0.017319	0.030876	0.023104	0.013507	0.031402	0.013653	0.006934	0.016351	0.010727	0.0079887	0.002968	0.0090605	0.0033226	0.19981	0.23107	0.19262	0.20906	-0.14126	0.14116	-0.13827	-0.12654	0.09214	-0.098522	-0.13538	0.1295	0.125	0.067608	0.13866	0.13272	-0.035206	0.099112	0.13649	0.10394	0.04015	-0.073703	0.054538	-0.039311	0.094877	-0.091445	0.05973	0.033798	-0.03579	0.02891	-0.11494	-0.13288	-0.030679	0.11563	-0.057687	0.13647	0.30135	0.25348	0.31574	0.29127	0.064007	0.022415	0.071153	0.050818	1.6902	1045
0.0086649	0.055942	0.057682	0.049125	0.056817	0.081522	0.08526	0.059829	0.090627	0.036184	0.12817	0.13301	0.19623	0.17418	0.2226	0.20108	0.24939	0.19117	0.079541	0.10043	0.031714	0.049291	0.032929	0.013181	0.022458	0.022262	0.0288	0.020476	0.010828	0.015692	0.0064106	0.019034	0.0096259	0.24939	0.11076	0.040321	-0.070441	0.032171	0.13869	0.21703	0.33391	0.48261	0.54429	0.50781	0.20278	0.64396	0.64734	0.7111	0.023095	0.014814	0.013073	0.017035	0.076812	0.041798	0.041682	0.054817	0.018025	0.077302	0.054444	0.089192	0.10475	0.14137	0.13808	0.13228	0.10861	0.054647	0.054478	0.014579	0.027742	0.018611	0.0034272	0.010515	0.012678	0.010687	0.0097399	0.0059574	0.0053782	0.0028129	0.008079	0.0043301	0.29351	0.30281	0.26978	0.2901	0.007052	-0.10324	-0.0031455	-0.043032	-0.1388	0.14084	-0.071234	0.1324	0.1286	-0.10716	-0.041832	0.099866	-0.14081	-0.074509	-0.067091	0.14118	0.064037	-0.13103	0.11379	-0.11075	0.0735	0.069217	-0.080691	0.10972	0.061728	-0.078574	-0.031911	0.097659	0.035969	-0.11399	0.078208	-0.059895	0.079565	0.052004	0.13368	0.087779	-0.03754	-0.046313	-0.0163	-0.035777	2.0526	815
0.0073829	0.091363	0.052072	0.06662	0.15222	0.12656	0.091499	0.15181	0.11573	0.13413	0.17114	0.15646	0.19396	0.1956	0.17762	0.14544	0.13172	0.085719	0.078184	0.06812	0.057331	0.035893	0.035724	0.011564	0.015911	0.015467	0.018526	0.027415	0.026243	0.012657	0.012789	0.004828	0.017222	0.1956	0.17397	0.086825	-0.087143	0.038775	0.20986	0.305	0.43738	0.59873	0.6949	0.22656	0.25713	0.78512	0.93224	0.9414	0.048976	0.02847	0.036275	0.085353	0.068732	0.045489	0.08055	0.062427	0.073026	0.090779	0.089561	0.10426	0.10431	0.094226	0.077138	0.070508	0.045747	0.045719	0.037226	0.029453	0.026085	0.019091	0.0034057	0.0077903	0.0072222	0.0062884	0.0094667	0.0075857	0.00026409	0.0042995	0.0013394	0.011504	0.24746	0.30899	0.26222	0.27703	0.12801	0.10471	0.10943	0.077312	0.11247	0.13549	0.14081	0.12046	0.10955	0.14118	0.056753	0.12469	0.13445	0.14105	0.14134	0.12981	0.13347	0.037195	0.10529	-0.11389	-0.089776	0.038622	-0.12484	-0.0065572	-0.12883	-0.12883	0.13419	0.11969	-0.050345	-0.005242	-0.0033063	0.061809	0.16371	0.066482	0.15334	0.12947	-0.010177	-0.043507	-0.017978	-0.026639	1.9364	758.5
0.0058445	0.097998	0.079345	0.082875	0.070186	0.039542	0.035123	0.029866	0.023293	0.026492	0.067604	0.079804	0.098375	0.092018	0.12991	0.14739	0.16378	0.15562	0.13873	0.088284	0.091487	0.029097	0.016541	0.006321	0.015851	0.011012	0.0095974	0.019242	0.01558	0.015151	0.010229	0.014756	0.0089115	0.16378	0.099986	0.059105	-0.040881	0.027925	0.12878	0.21313	0.34567	0.5187	0.56178	0.35938	0.13465	0.50739	0.54213	0.51059	0.01008	0.03525	0.040172	0.026904	0.0078511	0.019607	0.015855	0.0059041	0.014527	0.040187	0.045042	0.057468	0.047711	0.080254	0.078326	0.09174	0.082811	0.077359	0.04884	0.048743	0.0076441	0.0056027	0.0051714	0.0048484	0.0057398	0.0019489	0.0091217	0.0010259	0.0082959	0.001987	0.0047569	0.0042359	0.2078	0.22462	0.2207	0.21903	0.12537	0.14138	-0.11114	0.11136	0.090664	0.081939	0.14011	0.11544	0.10139	0.023169	0.070648	0.038089	0.029079	-0.0063387	0.13879	0.0784	0.13711	0.083101	0.091645	0.13559	-0.12528	0.03635	-0.12027	0.0064002	0.12723	0.11159	0.1412	-0.12222	0.10304	-0.11088	-0.14055	-0.040239	0.38073	0.20748	0.34545	0.30451	0.10866	0.0166	0.087901	0.062836	1.7285	416.5
0.0051013	0.086302	0.092959	0.032337	0.047885	0.11136	0.045876	0.035684	0.034235	0.028916	0.065539	0.058617	0.071603	0.082943	0.077045	0.13797	0.075136	0.18228	0.108	0.056096	0.057887	0.0099857	0.0066654	0.015911	0.013064	0.014151	0.047322	0.028607	0.023269	0.021621	0.0064253	0.010021	0.011338	0.18228	0.098128	0.046787	-0.051341	0.025768	0.12843	0.21941	0.36659	0.56099	0.58971	0.32812	0.18643	0.26179	0.32791	0.43352	0.043494	0.049369	0.017209	0.031431	0.06181	0.024735	0.0066766	0.02284	0.009058	0.039006	0.030793	0.040597	0.044129	0.025945	0.073706	0.04731	0.098421	0.058281	0.030005	0.032477	0.0029563	0.001392	0.0021544	0.0020743	0.0055824	0.0072775	0.0095678	0.0099222	0.011648	0.0038602	0.0020854	0.0051435	0.22743	0.26262	0.22763	0.24077	0.13007	0.13961	0.13699	-0.044417	0.088105	0.12102	-0.12716	0.028987	0.034645	0.022188	0.12152	0.066092	0.13735	0.02013	0.13224	-0.019353	0.11926	0.11999	0.13071	0.076764	-0.06691	-0.0098274	-0.10099	0.030174	-0.059211	-0.13465	0.043287	-0.14102	-0.078252	0.014593	0.13682	-0.074496	0.32534	0.25668	0.33922	0.3056	0.060322	0.026621	0.070757	0.050984	1.6264	385.5
0.006955	0.075555	0.041855	0.052031	0.058143	0.09416	0.055256	0.11322	0.036194	0.061614	0.058972	0.078209	0.098016	0.15197	0.1418	0.19902	0.19426	0.15542	0.19787	0.16204	0.1289	0.10121	0.032398	0.015403	0.024304	0.025313	0.027136	0.025268	0.02787	0.019741	0.014305	0.017391	0.0062141	0.19902	0.12142	0.068061	-0.053362	0.036362	0.14836	0.22118	0.32499	0.45353	0.52288	0.35156	0.29025	0.66607	0.66743	0.71384	0.034672	0.025293	0.036934	0.053849	0.024884	0.017893	0.0043451	0.012957	0.010401	0.019251	0.024327	0.052167	0.083951	0.077298	0.10926	0.10615	0.086115	0.10643	0.089567	0.068412	0.053803	0.017255	0.0072606	0.012417	0.0097649	0.010852	0.0090744	0.011473	0.0038903	0.0040729	0.0080471	0.0033109	0.2692	0.26553	0.27879	0.27224	-0.12812	-0.0076894	-0.10066	-0.095008	0.099568	-0.11576	-0.023599	-0.074776	-0.02305	-0.081304	0.13596	0.13688	0.093232	0.10816	0.082369	0.10531	0.089975	0.12388	0.092581	0.14041	0.13844	0.13602	0.12373	-0.016307	-0.10753	0.069487	0.040657	-0.14141	-0.1013	0.10852	0.010478	0.13749	0.22608	0.062299	0.20118	0.16327	0.012315	-0.03102	0.0042514	-0.0078409	1.9193	700.5
0.0076809	0.05368	0.063956	0.10131	0.093932	0.069796	0.053346	0.07392	0.053294	0.072383	0.11626	0.14409	0.20353	0.20957	0.2337	0.262	0.20461	0.10395	0.11088	0.095736	0.098866	0.074379	0.012979	0.0084551	0.03129	0.01027	0.029236	0.042008	0.033351	0.028409	0.014883	0.015952	0.01316	0.262	0.16012	0.091222	-0.068898	0.035932	0.19611	0.29375	0.43356	0.60716	0.69888	0.30469	0.2838	0.73516	0.76043	0.60959	0.054909	0.017808	0.03805	0.050168	0.020504	0.028567	0.047393	0.022672	0.038392	0.069908	0.076834	0.11547	0.11185	0.12815	0.14444	0.12013	0.05911	0.059337	0.05107	0.05265	0.039492	0.0080391	0.003948	0.0095976	0.0071216	0.0047548	0.0145	0.017929	0.0054112	0.0068613	0.0072841	0.0072119	0.21724	0.24971	0.2354	0.23719	-0.10239	0.13909	0.096409	0.13255	-0.13171	0.12929	-0.030782	-0.089534	0.14125	0.013861	0.13455	0.065433	0.13338	0.1014	0.095444	0.033667	0.063212	0.13005	0.13405	0.13616	0.13993	-0.12782	0.13777	-0.085546	-0.10041	-0.040211	0.048137	0.12455	-0.02553	-0.1414	0.14142	0.10207	0.31439	0.08227	0.25125	0.20427	0.077521	-0.036737	0.042196	0.011511	1.8516	496
0.010606	0.13731	0.15743	0.1958	0.13246	0.12829	0.048166	0.058516	0.056094	0.016812	0.10449	0.084852	0.088506	0.2497	0.2331	0.23687	0.25558	0.25729	0.21099	0.18002	0.21277	0.16901	0.17809	0.043214	0.021016	0.0082581	0.016097	0.011299	0.01479	0.01085	0.01624	0.020811	0.018272	0.25729	0.20551	0.1187	-0.086817	0.048795	0.23679	0.31417	0.41272	0.52517	0.60786	0.29688	0.36934	0.79892	0.85616	0.89185	0.066586	0.098464	0.13977	0.082091	0.059185	0.023358	0.044526	0.0283	0.0026966	0.0351	0.047876	0.052851	0.13816	0.1238	0.12603	0.13563	0.13881	0.11659	0.095662	0.11308	0.089641	0.09445	0.02298	0.0046057	0.0048272	0.004728	0.004582	0.0056795	0.0065277	0.0044258	0.0051288	0.0088397	0.19585	0.27001	0.24768	0.24441	-0.11985	-0.11961	-0.13331	-0.097596	-0.085431	0.1247	-0.077454	0.070717	0.13816	0.096404	0.070948	0.019467	0.091406	0.13957	0.1373	0.14053	0.12025	0.09284	0.13888	0.13874	0.14127	0.14137	0.079505	0.09316	0.11889	-0.13534	0.057022	-0.093969	-0.12167	-0.12606	-0.032636	0.09074	0.029762	-0.040614	0.11798	0.054007	-0.014667	-0.036117	-0.0066555	-0.021577	1.9722	434.5
0.0061358	0.045358	0.074506	0.15023	0.089388	0.080603	0.061775	0.039885	0.057215	0.050869	0.057734	0.050127	0.086987	0.089296	0.15222	0.21103	0.19091	0.16714	0.064363	0.052745	0.091967	0.067557	0.022847	0.0062406	0.015129	0.016283	0.019306	0.016827	0.015696	0.010455	0.022405	0.017748	0.023966	0.21103	0.097487	0.040131	-0.057356	0.028303	0.12523	0.20615	0.33269	0.49751	0.54128	0.48438	0.24173	0.49746	0.44496	0.50546	0.017092	0.031559	0.083107	0.037131	0.032316	0.032653	0.017115	0.033722	0.019146	0.014387	0.024968	0.048914	0.048342	0.083511	0.11334	0.10295	0.090371	0.037055	0.029988	0.049639	0.036037	0.015605	0.0036553	0.0025299	0.0074167	0.005995	0.0097807	0.0080074	0.00078964	0.0033345	0.008391	0.0099733	0.24202	0.24702	0.22925	0.24038	-0.11704	-0.13445	0.1108	-0.14096	0.11027	-0.14053	-0.078934	0.03035	0.093187	0.072631	-0.14055	0.074416	0.11617	0.10085	0.12574	0.12083	0.11762	0.051347	0.063356	0.11974	0.13407	0.03167	-0.14058	-0.11052	-0.1207	-0.027693	-0.093583	-0.139	0.069011	-0.13772	0.004332	0.091704	0.26101	0.17064	0.31835	0.24556	0.035717	0.0034622	0.073979	0.032246	1.8906	404.5
0.0091121	0.057654	0.059624	0.074161	0.041418	0.094138	0.054618	0.14391	0.14889	0.14242	0.073623	0.20129	0.22134	0.20646	0.1903	0.20026	0.16946	0.17458	0.18834	0.17273	0.10354	0.075605	0.14438	0.042414	0.010234	0.011435	0.026012	0.026871	0.017605	0.016846	0.016329	0.020981	0.013631	0.22134	0.19958	0.11198	-0.087607	0.048197	0.23053	0.30736	0.40568	0.51833	0.60063	0.25781	0.22329	1.0055	1.0593	1.0211	0.029179	0.024347	0.025609	0.023269	0.047384	0.029754	0.071979	0.079676	0.075781	0.03322	0.11007	0.12741	0.12412	0.10655	0.10882	0.094237	0.096246	0.10868	0.096304	0.05338	0.031399	0.07699	0.021792	0.0060761	0.0049582	0.008044	0.010337	0.0051824	0.0094503	0.0077929	0.0043105	0.0053137	0.26254	0.30589	0.25953	0.28083	-0.091051	-0.084466	-0.070349	-0.13697	-0.016846	0.10888	-0.012351	0.13014	0.13719	0.12938	0.1046	0.05148	0.014041	0.038199	0.11185	0.086003	0.089617	0.049229	0.08328	0.13867	0.14091	0.13448	0.12449	-0.084592	0.025937	0.12262	-0.026531	-0.13575	0.007985	-0.07594	-0.0016717	0.0076808	0.10718	-0.052501	0.02449	0.028447	-0.0089507	-0.042323	-0.028221	-0.033099	2.0539	860.5
0.007747	0.083821	0.12654	0.12347	0.13186	0.096978	0.098097	0.14844	0.13069	0.075352	0.077708	0.090227	0.041376	0.1201	0.19063	0.18104	0.088582	0.10332	0.11919	0.06694	0.045289	0.060903	0.080508	0.046971	0.0067923	0.017786	0.025603	0.015401	0.028918	0.013162	0.018261	0.016919	0.019825	0.19063	0.13511	0.067433	-0.06768	0.043478	0.1593	0.22125	0.30377	0.40128	0.46746	0.51562	0.19034	0.70574	0.86931	0.71244	0.037475	0.07027	0.036912	0.022936	0.037917	0.026242	0.071168	0.069632	0.040044	0.029123	0.041505	0.030964	0.067194	0.10275	0.096421	0.049115	0.054843	0.065519	0.037522	0.024234	0.035895	0.045791	0.022877	0.0033903	0.0019071	0.0091185	0.007307	0.012252	0.0069795	0.0033941	0.007906	0.009188	0.23227	0.28018	0.24651	0.25557	0.090741	-0.06171	-0.094155	0.070479	0.13285	0.084788	0.10586	0.13553	0.13879	0.10371	0.030244	-0.11417	0.079634	0.12138	0.13605	0.089209	0.14029	0.098633	0.077689	0.13023	0.030378	-0.1355	-0.024278	0.13506	0.13235	-0.087777	-0.085169	-0.12265	0.07964	-0.082577	0.015071	0.11024	0.07867	0.024387	0.1111	0.074615	-0.017528	-0.031794	-0.011805	-0.021666	1.9684	654.5
